region,date,hour,vehicles,weather,weekday,accident,delay
Porsgrunn,2024-12-12,16,13507.199999999999,clear,3,False,13
Ålesund,2024-12-12,16,6823.44,snowy,3,False,6
Haugesund,2024-12-12,16,11246.4,snowy,3,False,11
Tønsberg,2024-12-12,16,15945.119999999997,clear,3,False,15
Moss,2024-12-12,16,5443.2,clear,3,False,5
Bodø,2024-12-12,16,17182.799999999996,snowy,3,False,17
Arendal,2024-12-12,16,16953.839999999997,clear,3,False,16
Hamar,2024-12-12,16,8668.08,rainy,3,False,8
Halden,2024-12-12,16,13698.719999999998,rainy,3,True,42
Narvik,2024-12-12,16,2412.72,clear,3,False,2
Gjøvik,2024-12-12,16,9385.199999999999,clear,3,False,9
Oslo,2024-12-12,17,13663.8,snowy,3,False,13
Bergen,2024-12-12,17,12711.599999999999,clear,3,False,12
Trondheim,2024-12-12,17,11968.199999999999,clear,3,False,11
Stavanger,2024-12-12,17,7257.599999999999,clear,3,False,7
Kristiansand,2024-12-12,17,7594.199999999999,clear,3,True,26
Tromsø,2024-12-12,17,3239.9999999999995,clear,3,False,3
Sandnes,2024-12-12,17,4646.16,clear,3,False,4
Drammen,2024-12-12,17,21286.8,clear,3,False,21
Fredrikstad,2024-12-12,17,13089.599999999999,clear,3,False,13
Porsgrunn,2024-12-12,17,11555.999999999998,foggy,3,False,11
Ålesund,2024-12-12,17,6335.999999999999,clear,3,False,6
Haugesund,2024-12-12,17,1924.1999999999998,snowy,3,False,1
Tønsberg,2024-12-12,17,9972.719999999998,clear,3,False,9
Moss,2024-12-12,17,3002.399999999999,foggy,3,False,3
Bodø,2024-12-12,17,12160.8,clear,3,False,12
Arendal,2024-12-12,17,12109.499999999998,clear,3,True,36
Hamar,2024-12-12,17,2953.7999999999997,clear,3,False,2
Halden,2024-12-12,17,6875.28,clear,3,False,6
Narvik,2024-12-12,17,7441.199999999999,clear,3,False,7
Gjøvik,2024-12-12,17,11793.599999999999,rainy,3,False,11
Oslo,2024-12-12,18,2629.44,rainy,3,False,2
Bergen,2024-12-12,18,3677.7599999999998,rainy,3,False,3
Trondheim,2024-12-12,18,10078.56,clear,3,False,10
Stavanger,2024-12-12,18,5528.639999999999,clear,3,False,5
Kristiansand,2024-12-12,18,6069.888,clear,3,False,6
Tromsø,2024-12-12,18,8081.279999999999,clear,3,False,8
Sandnes,2024-12-12,18,2224.3199999999997,clear,3,True,26
Drammen,2024-12-12,18,4427.5199999999995,rainy,3,True,15
Fredrikstad,2024-12-12,18,5345.28,clear,3,False,5
Porsgrunn,2024-12-12,18,4561.92,foggy,3,False,4
Ålesund,2024-12-12,18,1289.28,clear,3,False,1
Haugesund,2024-12-12,18,1192.32,clear,3,False,1
Tønsberg,2024-12-12,18,5925.888,clear,3,False,5
Moss,2024-12-12,18,5648.256,clear,3,False,5
Bodø,2024-12-12,18,3224.448,clear,3,False,3
Arendal,2024-12-12,18,4006.6559999999995,clear,3,False,4
Hamar,2024-12-12,18,8826.624,rainy,3,False,8
Halden,2024-12-12,18,2945.2799999999997,clear,3,False,2
Narvik,2024-12-12,18,4104.96,clear,3,False,4
Gjøvik,2024-12-12,18,10582.56,foggy,3,False,10
Oslo,2024-12-12,19,5444.16,rainy,3,False,5
Bergen,2024-12-12,19,3627.8399999999997,snowy,3,True,29
Trondheim,2024-12-12,19,3166.848,foggy,3,True,30
Stavanger,2024-12-12,19,7704.575999999999,clear,3,False,7
Kristiansand,2024-12-12,19,3704.64,foggy,3,False,3
Tromsø,2024-12-12,19,5640.0,clear,3,False,5
Sandnes,2024-12-12,19,5306.88,clear,3,False,5
Drammen,2024-12-12,19,1844.1599999999999,clear,3,True,19
Fredrikstad,2024-12-12,19,3823.4879999999994,clear,3,False,3
Porsgrunn,2024-12-12,19,5535.36,clear,3,False,5
Ålesund,2024-12-12,19,6455.808,clear,3,True,27
Haugesund,2024-12-12,19,3716.6399999999994,foggy,3,False,3
Tønsberg,2024-12-12,19,7083.36,rainy,3,True,24
Moss,2024-12-12,19,6268.32,clear,3,False,6
Bodø,2024-12-12,19,6301.44,clear,3,False,6
Arendal,2024-12-12,19,1556.1599999999999,snowy,3,False,1
Hamar,2024-12-12,19,6779.5199999999995,foggy,3,True,26
Halden,2024-12-12,19,4459.392,clear,3,False,4
Narvik,2024-12-12,19,5088.383999999999,snowy,3,False,5
Gjøvik,2024-12-12,19,6821.279999999999,snowy,3,True,26
Oslo,2024-12-12,20,5227.2,clear,3,True,24
Bergen,2024-12-12,20,7000.32,clear,3,False,7
Trondheim,2024-12-12,20,8891.135999999999,clear,3,False,8
Stavanger,2024-12-12,20,1545.6,clear,3,False,1
Kristiansand,2024-12-12,20,6599.52,clear,3,False,6
Tromsø,2024-12-12,20,6976.32,clear,3,False,6
Sandnes,2024-12-12,20,1718.7839999999999,clear,3,False,1
Drammen,2024-12-12,20,3085.056,snowy,3,True,27
Fredrikstad,2024-12-12,20,4681.728,clear,3,False,4
Porsgrunn,2024-12-12,20,5899.2,clear,3,False,5
Ålesund,2024-12-12,20,6435.84,rainy,3,False,6
Haugesund,2024-12-12,20,7560.0,foggy,3,False,7
Tønsberg,2024-12-12,20,5422.08,rainy,3,False,5
Moss,2024-12-12,20,9542.880000000001,clear,3,False,9
Bodø,2024-12-12,20,4923.84,rainy,3,False,4
Arendal,2024-12-12,20,7155.071999999999,clear,3,False,7
Hamar,2024-12-12,20,7918.848,rainy,3,False,7
Halden,2024-12-12,20,5746.5599999999995,rainy,3,False,5
Narvik,2024-12-12,20,3556.7999999999997,snowy,3,True,20
Gjøvik,2024-12-12,20,10359.36,clear,3,False,10
Oslo,2024-12-12,21,3762.4319999999993,clear,3,False,3
Bergen,2024-12-12,21,6702.719999999999,snowy,3,True,16
Trondheim,2024-12-12,21,1121.28,clear,3,False,1
Stavanger,2024-12-12,21,2244.096,clear,3,False,2
Kristiansand,2024-12-12,21,6174.719999999999,snowy,3,False,6
Tromsø,2024-12-12,21,6513.408,rainy,3,False,6
Sandnes,2024-12-12,21,6986.88,rainy,3,False,6
Drammen,2024-12-12,21,7234.5599999999995,clear,3,True,23
Fredrikstad,2024-12-12,21,4409.28,rainy,3,False,4
Porsgrunn,2024-12-12,21,4804.8,rainy,3,False,4
Ålesund,2024-12-12,21,1812.48,clear,3,False,1
Haugesund,2024-12-12,21,2339.52,clear,3,False,2
Tønsberg,2024-12-12,21,7076.736,foggy,3,False,7
Moss,2024-12-12,21,3658.56,snowy,3,True,16
Bodø,2024-12-12,21,6857.856,clear,3,True,15
Arendal,2024-12-12,21,1117.44,rainy,3,False,1
Hamar,2024-12-12,21,4250.88,snowy,3,False,4
Halden,2024-12-12,21,1107.84,foggy,3,False,1
Narvik,2024-12-12,21,1827.84,clear,3,False,1
Gjøvik,2024-12-12,21,11478.24,rainy,3,False,11
Oslo,2024-12-12,22,3869.7599999999998,clear,3,False,3
Bergen,2024-12-12,22,1789.4399999999998,clear,3,False,1
Trondheim,2024-12-12,22,10562.4,clear,3,True,16
Stavanger,2024-12-12,22,7717.248,snowy,3,True,18
Kristiansand,2024-12-12,22,1225.9199999999998,clear,3,False,1
Tromsø,2024-12-12,22,6212.736,clear,3,True,20
Sandnes,2024-12-12,22,5362.5599999999995,rainy,3,False,5
Drammen,2024-12-12,22,4631.04,clear,3,False,4
Fredrikstad,2024-12-12,22,1460.1599999999999,foggy,3,False,1
Porsgrunn,2024-12-12,22,5416.32,clear,3,False,5
Ålesund,2024-12-12,22,5655.167999999999,clear,3,False,5
Haugesund,2024-12-12,22,6893.567999999999,clear,3,True,18
Tønsberg,2024-12-12,22,2520.0,rainy,3,True,21
Moss,2024-12-12,22,6893.759999999999,clear,3,True,32
Bodø,2024-12-12,22,2339.52,rainy,3,True,18
Arendal,2024-12-12,22,5503.104,clear,3,False,5
Hamar,2024-12-12,22,1258.56,foggy,3,False,1
Halden,2024-12-12,22,3422.4,clear,3,False,3
Narvik,2024-12-12,22,1148.1599999999999,snowy,3,False,1
Gjøvik,2024-12-12,22,5116.031999999999,clear,3,False,5
Oslo,2024-12-12,23,5190.912,clear,3,False,5
Bergen,2024-12-12,23,1697.28,clear,3,False,1
Trondheim,2024-12-12,23,3980.1599999999994,clear,3,True,12
Stavanger,2024-12-12,23,3984.0,clear,3,False,3
Kristiansand,2024-12-12,23,2138.88,clear,3,False,2
Tromsø,2024-12-12,23,9380.16,foggy,3,True,15
Sandnes,2024-12-12,23,9075.456,clear,3,False,9
Drammen,2024-12-12,23,3899.5199999999995,clear,3,False,3
Fredrikstad,2024-12-12,23,6043.392,clear,3,False,6
Porsgrunn,2024-12-12,23,1410.048,clear,3,False,1
Ålesund,2024-12-12,23,1981.44,clear,3,False,1
Haugesund,2024-12-12,23,2562.24,foggy,3,False,2
Tønsberg,2024-12-12,23,6316.415999999999,rainy,3,True,18
Moss,2024-12-12,23,1520.64,clear,3,False,1
Bodø,2024-12-12,23,4005.12,clear,3,True,21
Arendal,2024-12-12,23,2280.96,snowy,3,True,24
Hamar,2024-12-12,23,4713.599999999999,clear,3,False,4
Halden,2024-12-12,23,5108.16,clear,3,True,17
Narvik,2024-12-12,23,7469.567999999999,snowy,3,False,7
Gjøvik,2024-12-12,23,7106.88,snowy,3,False,7
Oslo,2024-12-11,0,1666.56,clear,2,False,1
Bergen,2024-12-11,0,6497.28,rainy,2,False,6
Trondheim,2024-12-11,0,4581.504,rainy,2,False,4
Stavanger,2024-12-11,0,3555.8399999999997,snowy,2,False,3
Kristiansand,2024-12-11,0,8718.336,clear,2,False,8
Tromsø,2024-12-11,0,6206.4,clear,2,False,6
Sandnes,2024-12-11,0,3032.64,clear,2,False,3
Drammen,2024-12-11,0,2736.0,rainy,2,False,2
Fredrikstad,2024-12-11,0,1461.6,foggy,2,False,1
Porsgrunn,2024-12-11,0,2210.688,clear,2,False,2
Ålesund,2024-12-11,0,6009.599999999999,rainy,2,True,13
Haugesund,2024-12-11,0,2511.3599999999997,rainy,2,False,2
Tønsberg,2024-12-11,0,1174.08,clear,2,False,1
Moss,2024-12-11,0,4875.263999999999,rainy,2,False,4
Bodø,2024-12-11,0,6339.84,foggy,2,False,6
Arendal,2024-12-11,0,7320.96,clear,2,False,7
Hamar,2024-12-11,0,3364.7999999999997,rainy,2,False,3
Halden,2024-12-11,0,5715.84,snowy,2,True,34
Narvik,2024-12-11,0,5784.192,rainy,2,False,5
Gjøvik,2024-12-11,0,6386.88,clear,2,False,6
Oslo,2024-12-11,1,4406.4,clear,2,True,24
Bergen,2024-12-11,1,7127.423999999999,foggy,2,False,7
Trondheim,2024-12-11,1,3324.48,foggy,2,False,3
Stavanger,2024-12-11,1,1092.48,clear,2,False,1
Kristiansand,2024-12-11,1,7511.04,rainy,2,False,7
Tromsø,2024-12-11,1,4834.08,clear,2,False,4
Sandnes,2024-12-11,1,2666.88,clear,2,False,2
Drammen,2024-12-11,1,4082.8799999999997,foggy,2,True,31
Fredrikstad,2024-12-11,1,4443.263999999999,rainy,2,False,4
Porsgrunn,2024-12-11,1,6831.36,snowy,2,False,6
Ålesund,2024-12-11,1,2443.2,snowy,2,False,2
Haugesund,2024-12-11,1,4700.16,clear,2,True,21
Tønsberg,2024-12-11,1,7004.16,clear,2,False,7
Moss,2024-12-11,1,6535.679999999999,rainy,2,False,6
Bodø,2024-12-11,1,4363.2,snowy,2,False,4
Arendal,2024-12-11,1,1640.6399999999999,foggy,2,False,1
Hamar,2024-12-11,1,7099.2,clear,2,False,7
Halden,2024-12-11,1,2110.08,foggy,2,False,2
Narvik,2024-12-11,1,3163.2,rainy,2,False,3
Gjøvik,2024-12-11,1,4861.44,clear,2,False,4
Oslo,2024-12-11,2,7111.295999999999,clear,2,True,29
Bergen,2024-12-11,2,4705.92,snowy,2,False,4
Trondheim,2024-12-11,2,5387.5199999999995,clear,2,False,5
Stavanger,2024-12-11,2,2479.68,clear,2,False,2
Kristiansand,2024-12-11,2,5339.5199999999995,snowy,2,False,5
Tromsø,2024-12-11,2,5328.96,foggy,2,False,5
Sandnes,2024-12-11,2,1165.44,clear,2,False,1
Drammen,2024-12-11,2,8630.784,foggy,2,False,8
Fredrikstad,2024-12-11,2,5962.5599999999995,clear,2,False,5
Porsgrunn,2024-12-11,2,5440.32,clear,2,False,5
Ålesund,2024-12-11,2,2944.3199999999997,clear,2,False,2
Haugesund,2024-12-11,2,6583.679999999999,clear,2,False,6
Tønsberg,2024-12-11,2,5936.639999999999,rainy,2,False,5
Moss,2024-12-11,2,7419.84,clear,2,False,7
Bodø,2024-12-11,2,1079.04,rainy,2,False,1
Arendal,2024-12-11,2,9099.648,clear,2,False,9
Hamar,2024-12-11,2,4333.824,clear,2,False,4
Halden,2024-12-11,2,1512.96,clear,2,False,1
Narvik,2024-12-11,2,7260.48,rainy,2,False,7
Gjøvik,2024-12-11,2,4598.4,clear,2,False,4
Oslo,2024-12-11,3,2205.12,clear,2,False,2
Bergen,2024-12-11,3,3470.4,foggy,2,False,3
Trondheim,2024-12-11,3,5137.92,clear,2,True,16
Stavanger,2024-12-11,3,4216.32,clear,2,False,4
Kristiansand,2024-12-11,3,8265.6,clear,2,False,8
Tromsø,2024-12-11,3,4113.599999999999,clear,2,False,4
Sandnes,2024-12-11,3,4905.599999999999,clear,2,False,4
Drammen,2024-12-11,3,1219.9679999999998,clear,2,False,1
Fredrikstad,2024-12-11,3,1740.48,foggy,2,False,1
Porsgrunn,2024-12-11,3,5223.167999999999,clear,2,False,5
Ålesund,2024-12-11,3,6795.84,clear,2,False,6
Haugesund,2024-12-11,3,5401.727999999999,rainy,2,True,32
Tønsberg,2024-12-11,3,6612.48,snowy,2,True,23
Moss,2024-12-11,3,7616.639999999999,snowy,2,True,33
Bodø,2024-12-11,3,5015.04,clear,2,False,5
Arendal,2024-12-11,3,7200.96,snowy,2,False,7
Hamar,2024-12-11,3,6678.143999999999,clear,2,False,6
Halden,2024-12-11,3,1804.032,clear,2,False,1
Narvik,2024-12-11,3,6832.32,clear,2,True,18
Gjøvik,2024-12-11,3,6168.96,clear,2,False,6
Oslo,2024-12-11,4,3274.56,rainy,2,False,3
Bergen,2024-12-11,4,6569.28,clear,2,False,6
Trondheim,2024-12-11,4,4466.88,clear,2,False,4
Stavanger,2024-12-11,4,7590.719999999999,clear,2,False,7
Kristiansand,2024-12-11,4,1318.08,snowy,2,False,1
Tromsø,2024-12-11,4,6510.719999999999,rainy,2,False,6
Sandnes,2024-12-11,4,2809.44,clear,2,False,2
Drammen,2024-12-11,4,4717.44,clear,2,False,4
Fredrikstad,2024-12-11,4,6304.32,clear,2,False,6
Porsgrunn,2024-12-11,4,3026.88,foggy,2,False,3
Ålesund,2024-12-11,4,2245.44,clear,2,False,2
Haugesund,2024-12-11,4,7307.5199999999995,foggy,2,False,7
Tønsberg,2024-12-11,4,1816.7039999999997,clear,2,False,1
Moss,2024-12-11,4,6993.599999999999,clear,2,True,19
Bodø,2024-12-11,4,6062.4,rainy,2,False,6
Arendal,2024-12-11,4,10791.36,snowy,2,False,10
Hamar,2024-12-11,4,4963.967999999999,clear,2,False,4
Halden,2024-12-11,4,1595.52,foggy,2,False,1
Narvik,2024-12-11,4,2947.2,clear,2,False,2
Gjøvik,2024-12-11,4,7413.119999999999,clear,2,False,7
Oslo,2024-12-11,5,4470.72,clear,2,True,21
Bergen,2024-12-11,5,4935.167999999999,snowy,2,True,21
Trondheim,2024-12-11,5,6813.12,clear,2,True,24
Stavanger,2024-12-11,5,5369.28,rainy,2,True,32
Kristiansand,2024-12-11,5,3187.5839999999994,rainy,2,True,23
Tromsø,2024-12-11,5,8868.96,clear,2,False,8
Sandnes,2024-12-11,5,3498.624,clear,2,False,3
Drammen,2024-12-11,5,2840.64,clear,2,True,10
Fredrikstad,2024-12-11,5,8802.431999999999,clear,2,False,8
Porsgrunn,2024-12-11,5,1307.52,clear,2,False,1
Ålesund,2024-12-11,5,5375.04,clear,2,False,5
Haugesund,2024-12-11,5,9063.936,clear,2,True,15
Tønsberg,2024-12-11,5,4013.7599999999998,rainy,2,False,4
Moss,2024-12-11,5,4456.32,clear,2,False,4
Bodø,2024-12-11,5,6990.719999999999,clear,2,False,6
Arendal,2024-12-11,5,6055.679999999999,clear,2,False,6
Hamar,2024-12-11,5,4389.12,foggy,2,False,4
Halden,2024-12-11,5,8626.176,clear,2,False,8
Narvik,2024-12-11,5,10235.519999999999,rainy,2,False,10
Gjøvik,2024-12-11,5,5131.2,foggy,2,False,5
Oslo,2024-12-11,6,1536.7679999999998,clear,2,False,1
Bergen,2024-12-11,6,4441.92,rainy,2,False,4
Trondheim,2024-12-11,6,3229.44,clear,2,False,3
Stavanger,2024-12-11,6,1535.04,rainy,2,False,1
Kristiansand,2024-12-11,6,3912.96,rainy,2,False,3
Tromsø,2024-12-11,6,5553.7919999999995,clear,2,False,5
Sandnes,2024-12-11,6,4612.607999999999,clear,2,False,4
Drammen,2024-12-11,6,2079.36,clear,2,False,2
Fredrikstad,2024-12-11,6,3418.56,clear,2,False,3
Porsgrunn,2024-12-11,6,4822.5599999999995,rainy,2,False,4
Ålesund,2024-12-11,6,1709.76,clear,2,False,1
Haugesund,2024-12-11,6,2407.68,rainy,2,True,24
Tønsberg,2024-12-11,6,7097.28,clear,2,False,7
Moss,2024-12-11,6,1550.3999999999999,clear,2,True,9
Bodø,2024-12-11,6,6704.639999999999,clear,2,False,6
Arendal,2024-12-11,6,4904.639999999999,clear,2,True,24
Hamar,2024-12-11,6,5899.2,rainy,2,False,5
Halden,2024-12-11,6,1224.576,clear,2,False,1
Narvik,2024-12-11,6,5323.2,clear,2,True,19
Gjøvik,2024-12-11,6,1991.04,clear,2,False,1
Oslo,2024-12-11,7,4892.4,snowy,2,False,4
Bergen,2024-12-11,7,16086.599999999999,clear,2,False,16
Trondheim,2024-12-11,7,16251.3,rainy,2,False,16
Stavanger,2024-12-11,7,11015.999999999998,clear,2,False,11
Kristiansand,2024-12-11,7,11944.799999999997,clear,2,False,11
Tromsø,2024-12-11,7,4474.799999999999,clear,2,False,4
Sandnes,2024-12-11,7,12601.8,snowy,2,True,38
Drammen,2024-12-11,7,8737.199999999999,clear,2,False,8
Fredrikstad,2024-12-11,7,4438.799999999999,snowy,2,False,4
Porsgrunn,2024-12-11,7,10812.599999999999,rainy,2,True,31
Ålesund,2024-12-11,7,6859.799999999999,clear,2,False,6
Haugesund,2024-12-11,7,8438.4,rainy,2,True,13
Tønsberg,2024-12-11,7,12306.599999999999,clear,2,False,12
Moss,2024-12-11,7,3842.0999999999995,clear,2,False,3
Bodø,2024-12-11,7,8829.0,clear,2,False,8
Arendal,2024-12-11,7,9421.199999999999,snowy,2,True,26
Hamar,2024-12-11,7,4916.7,foggy,2,False,4
Halden,2024-12-11,7,3238.2,rainy,2,True,25
Narvik,2024-12-11,7,9865.8,snowy,2,False,9
Gjøvik,2024-12-11,7,11730.599999999999,clear,2,False,11
Oslo,2024-12-11,8,5093.999999999999,clear,2,True,33
Bergen,2024-12-11,8,2015.9999999999998,foggy,2,False,2
Trondheim,2024-12-11,8,5970.599999999999,clear,2,False,5
Stavanger,2024-12-11,8,9876.599999999999,clear,2,True,28
Kristiansand,2024-12-11,8,3952.7999999999993,rainy,2,False,3
Tromsø,2024-12-11,8,6333.119999999999,clear,2,False,6
Sandnes,2024-12-11,8,8119.799999999999,foggy,2,False,8
Drammen,2024-12-11,8,11445.839999999998,clear,2,False,11
Fredrikstad,2024-12-11,8,3963.5999999999995,clear,2,True,25
Porsgrunn,2024-12-11,8,15785.279999999997,clear,2,False,15
Ålesund,2024-12-11,8,6958.799999999999,clear,2,False,6
Haugesund,2024-12-11,8,4475.5199999999995,clear,2,False,4
Tønsberg,2024-12-11,8,5561.999999999999,clear,2,False,5
Moss,2024-12-11,8,7698.24,clear,2,False,7
Bodø,2024-12-11,8,12418.199999999999,clear,2,True,17
Arendal,2024-12-11,8,13426.199999999999,clear,2,False,13
Hamar,2024-12-11,8,16523.999999999996,clear,2,False,16
Halden,2024-12-11,8,6501.599999999999,clear,2,False,6
Narvik,2024-12-11,8,8523.0,clear,2,False,8
Gjøvik,2024-12-11,8,12036.599999999999,clear,2,False,12
Oslo,2024-12-11,9,7417.44,clear,2,True,36
Bergen,2024-12-11,9,13242.96,rainy,2,False,13
Trondheim,2024-12-11,9,3589.9199999999996,clear,2,False,3
Stavanger,2024-12-11,9,16411.679999999997,clear,2,False,16
Kristiansand,2024-12-11,9,4486.319999999999,clear,2,False,4
Tromsø,2024-12-11,9,9790.199999999999,snowy,2,False,9
Sandnes,2024-12-11,9,4289.4,foggy,2,False,4
Drammen,2024-12-11,9,11840.4,foggy,2,False,11
Fredrikstad,2024-12-11,9,13553.999999999998,snowy,2,False,13
Porsgrunn,2024-12-11,9,15581.699999999999,rainy,2,True,40
Ålesund,2024-12-11,9,10534.319999999998,clear,2,False,10
Haugesund,2024-12-11,9,5891.4,clear,2,False,5
Tønsberg,2024-12-11,9,3553.2,clear,2,False,3
Moss,2024-12-11,9,8607.599999999999,clear,2,True,13
Bodø,2024-12-11,9,5831.999999999999,clear,2,False,5
Arendal,2024-12-11,9,15556.319999999998,clear,2,True,32
Hamar,2024-12-11,9,14155.199999999999,foggy,2,False,14
Halden,2024-12-11,9,3274.2,rainy,2,False,3
Narvik,2024-12-11,9,11386.8,snowy,2,False,11
Gjøvik,2024-12-11,9,10370.159999999998,clear,2,False,10
Oslo,2024-12-11,10,7023.599999999999,clear,2,False,7
Bergen,2024-12-11,10,12620.88,snowy,2,False,12
Trondheim,2024-12-11,10,4534.2,clear,2,False,4
Stavanger,2024-12-11,10,5242.319999999999,clear,2,True,27
Kristiansand,2024-12-11,10,8054.999999999999,snowy,2,True,33
Tromsø,2024-12-11,10,11719.8,snowy,2,True,39
Sandnes,2024-12-11,10,7988.4,clear,2,True,35
Drammen,2024-12-11,10,12998.88,clear,2,False,12
Fredrikstad,2024-12-11,10,9344.699999999999,clear,2,False,9
Porsgrunn,2024-12-11,10,6899.4,snowy,2,False,6
Ålesund,2024-12-11,10,10042.199999999999,foggy,2,False,10
Haugesund,2024-12-11,10,13373.099999999999,clear,2,False,13
Tønsberg,2024-12-11,10,9519.119999999999,foggy,2,False,9
Moss,2024-12-11,10,3614.3999999999996,clear,2,False,3
Bodø,2024-12-11,10,6402.599999999999,clear,2,False,6
Arendal,2024-12-11,10,5813.999999999999,clear,2,True,15
Hamar,2024-12-11,10,18484.199999999997,snowy,2,False,18
Halden,2024-12-11,10,7556.4,clear,2,False,7
Narvik,2024-12-11,10,4777.2,clear,2,True,9
Gjøvik,2024-12-11,10,4599.0,clear,2,False,4
Oslo,2024-12-11,11,4416.768,clear,2,False,4
Bergen,2024-12-11,11,2028.48,snowy,2,False,2
Trondheim,2024-12-11,11,2314.56,clear,2,False,2
Stavanger,2024-12-11,11,1688.6399999999999,clear,2,False,1
Kristiansand,2024-12-11,11,7558.08,clear,2,False,7
Tromsø,2024-12-11,11,6949.4400000000005,rainy,2,False,6
Sandnes,2024-12-11,11,6235.775999999999,foggy,2,False,6
Drammen,2024-12-11,11,3923.52,rainy,2,False,3
Fredrikstad,2024-12-11,11,5922.24,clear,2,True,26
Porsgrunn,2024-12-11,11,6700.8,foggy,2,True,26
Ålesund,2024-12-11,11,8731.008,rainy,2,False,8
Haugesund,2024-12-11,11,6621.696,foggy,2,False,6
Tønsberg,2024-12-11,11,3725.7599999999998,foggy,2,True,24
Moss,2024-12-11,11,6203.5199999999995,clear,2,False,6
Bodø,2024-12-11,11,4067.52,snowy,2,True,30
Arendal,2024-12-11,11,3741.12,clear,2,False,3
Hamar,2024-12-11,11,1715.52,clear,2,False,1
Halden,2024-12-11,11,1093.44,rainy,2,False,1
Narvik,2024-12-11,11,6178.5599999999995,rainy,2,True,13
Gjøvik,2024-12-11,11,5090.88,rainy,2,False,5
Oslo,2024-12-11,12,6052.8,clear,2,False,6
Bergen,2024-12-11,12,5699.5199999999995,clear,2,False,5
Trondheim,2024-12-11,12,1288.32,rainy,2,False,1
Stavanger,2024-12-11,12,3608.64,rainy,2,False,3
Kristiansand,2024-12-11,12,2972.16,rainy,2,False,2
Tromsø,2024-12-11,12,1769.28,clear,2,False,1
Sandnes,2024-12-11,12,5144.639999999999,clear,2,False,5
Drammen,2024-12-11,12,3667.68,foggy,2,False,3
Fredrikstad,2024-12-11,12,4194.432,foggy,2,True,30
Porsgrunn,2024-12-11,12,6249.599999999999,foggy,2,False,6
Ålesund,2024-12-11,12,2777.4719999999998,clear,2,False,2
Haugesund,2024-12-11,12,6061.824,clear,2,False,6
Tønsberg,2024-12-11,12,5852.16,snowy,2,False,5
Moss,2024-12-11,12,8843.904,clear,2,False,8
Bodø,2024-12-11,12,9101.952,clear,2,False,9
Arendal,2024-12-11,12,5119.679999999999,clear,2,False,5
Hamar,2024-12-11,12,4907.5199999999995,clear,2,False,4
Halden,2024-12-11,12,6504.192,clear,2,True,19
Narvik,2024-12-11,12,1218.8159999999998,clear,2,False,1
Gjøvik,2024-12-11,12,4054.08,clear,2,False,4
Oslo,2024-12-11,13,3435.8399999999997,rainy,2,False,3
Bergen,2024-12-11,13,5370.24,clear,2,False,5
Trondheim,2024-12-11,13,5677.44,rainy,2,False,5
Stavanger,2024-12-11,13,3898.56,clear,2,False,3
Kristiansand,2024-12-11,13,5792.256,rainy,2,False,5
Tromsø,2024-12-11,13,6511.104,clear,2,False,6
Sandnes,2024-12-11,13,6847.679999999999,snowy,2,False,6
Drammen,2024-12-11,13,1683.84,rainy,2,True,6
Fredrikstad,2024-12-11,13,8591.615999999998,rainy,2,False,8
Porsgrunn,2024-12-11,13,6625.92,clear,2,True,31
Ålesund,2024-12-11,13,4672.512,clear,2,False,4
Haugesund,2024-12-11,13,4519.679999999999,clear,2,False,4
Tønsberg,2024-12-11,13,5823.36,rainy,2,False,5
Moss,2024-12-11,13,3420.48,rainy,2,False,3
Bodø,2024-12-11,13,1809.6,rainy,2,False,1
Arendal,2024-12-11,13,1190.3999999999999,snowy,2,False,1
Hamar,2024-12-11,13,2591.04,clear,2,True,16
Halden,2024-12-11,13,4072.3199999999997,clear,2,False,4
Narvik,2024-12-11,13,5402.88,clear,2,False,5
Gjøvik,2024-12-11,13,6971.9039999999995,snowy,2,False,6
Oslo,2024-12-11,14,7601.28,snowy,2,True,23
Bergen,2024-12-11,14,6346.08,rainy,2,True,35
Trondheim,2024-12-11,14,1269.12,clear,2,False,1
Stavanger,2024-12-11,14,1553.28,clear,2,False,1
Kristiansand,2024-12-11,14,2578.56,clear,2,False,2
Tromsø,2024-12-11,14,1424.6399999999999,clear,2,False,1
Sandnes,2024-12-11,14,5218.5599999999995,clear,2,False,5
Drammen,2024-12-11,14,4507.776,snowy,2,False,4
Fredrikstad,2024-12-11,14,3047.0399999999995,clear,2,False,3
Porsgrunn,2024-12-11,14,4489.92,clear,2,False,4
Ålesund,2024-12-11,14,5844.096,clear,2,False,5
Haugesund,2024-12-11,14,7763.3279999999995,clear,2,True,28
Tønsberg,2024-12-11,14,4624.128,clear,2,False,4
Moss,2024-12-11,14,7416.575999999999,rainy,2,False,7
Bodø,2024-12-11,14,5395.2,clear,2,False,5
Arendal,2024-12-11,14,3960.96,rainy,2,False,3
Hamar,2024-12-11,14,6559.200000000001,clear,2,False,6
Halden,2024-12-11,14,2998.08,snowy,2,False,2
Narvik,2024-12-11,14,8847.359999999999,clear,2,False,8
Gjøvik,2024-12-11,14,5040.0,clear,2,False,5
Oslo,2024-12-11,15,12295.8,clear,2,False,12
Bergen,2024-12-11,15,8953.199999999999,clear,2,True,27
Trondheim,2024-12-11,15,11420.999999999998,clear,2,True,40
Stavanger,2024-12-11,15,12038.4,clear,2,False,12
Kristiansand,2024-12-11,15,16761.6,clear,2,False,16
